matchid,blue_dragon,blue_firstdragon,blue_HORDE,red_dragon,red_firstdragon,red_HORDE,blue_firstkill,red_firstkill,player1kills,player1assists,player1deaths,player2kills,player2assists,player2deaths,player3kills,player3assists,player3deaths,player4kills,player4assists,player4deaths,player5kills,player5assists,player5deaths,player6kills,player6assists,player6deaths,player7kills,player7assists,player7deaths,player8kills,player8assists,player8deaths,player9kills,player9assists,player9deaths,player10kills,player10assists,player10deaths,player0kills,player0assists,player0deaths
KR_6983021734,2,1,6,0,0,0,0,1,5,3,3,4,6,2,1,1,4,,,,2,2,1,2,1,2,2,1,1,2,1,3,2,1,1,2,2,6,1.0,0.0,0.0
KR_6992129711,0,0,3,1,1,3,0,1,2,0,4,5,8,5,3,2,2,9,12,3,1,2,5,2,5,1,5,4,3,5,6,5,4,4,7,2,2,4,1.0,0.0,0.0
KR_6990088015,1,0,6,1,1,0,1,0,3,0,2,6,5,0,8,10,3,1,1,3,0,0,2,2,0,5,4,4,5,1,0,5,3,4,1,0,0,2,,,
KR_6988772164,1,1,1,0,0,2,1,0,2,4,4,3,3,4,0,0,2,1,1,3,1,1,3,4,0,1,6,12,3,5,10,1,1,3,0,0,0,2,,,
KR_6957039017,1,1,0,1,0,6,0,1,2,3,7,0,0,1,2,2,2,1,3,2,,,,8,0,1,1,1,1,1,1,1,1,1,0,1,1,2,,,
KR_6953861980,1,1,3,1,0,3,0,1,1,0,3,6,4,0,0,0,2,3,3,2,1,1,0,3,1,1,1,1,3,1,0,1,1,1,2,1,1,4,,,
KR_6939915846,0,0,3,1,1,3,1,0,2,2,3,2,1,4,4,3,3,0,0,2,1,1,2,4,4,3,5,7,1,2,2,3,2,3,1,1,0,1,,,
KR_6536815591,0,0,0,1,1,0,1,0,4,3,2,3,7,3,4,4,2,1,1,5,1,1,2,2,1,2,1,1,5,3,3,2,4,4,1,4,5,3,,,
KR_6929245277,0,0,6,0,0,0,0,1,2,1,1,3,3,2,2,0,3,1,1,1,2,2,1,1,0,3,3,4,1,2,1,3,0,0,1,2,2,2,,,
KR_6977940957,0,0,3,1,1,3,1,0,2,2,4,2,2,2,3,3,0,2,3,3,1,1,3,3,3,0,3,6,4,2,1,3,3,3,1,1,2,2,,,
KR_6807093479,0,0,0,1,1,0,0,1,0,0,3,2,3,2,2,3,2,4,4,4,1,0,4,2,0,0,2,1,2,1,0,3,4,5,2,6,6,2,,,
KR_6979600742,0,0,2,1,1,4,0,1,1,0,3,2,3,4,2,0,3,8,11,0,2,2,1,5,1,2,2,1,2,3,3,3,1,2,3,0,0,5,,,
KR_6943270125,0,0,2,1,1,4,1,0,1,0,1,4,7,4,0,0,1,4,6,3,0,0,4,1,1,1,2,3,1,4,7,2,3,6,2,3,6,3,,,
KR_6995014264,0,0,3,1,1,3,1,0,4,3,4,3,4,3,2,4,0,2,2,3,0,0,2,3,2,2,3,2,2,2,4,4,3,2,2,1,2,1,,,
KR_6866814235,2,1,0,0,0,0,0,1,5,0,1,1,1,3,,,,3,6,1,5,6,0,0,0,4,1,1,3,3,3,2,1,0,5,,,,,,
KR_6953353831,1,1,3,1,0,3,1,0,1,0,3,6,9,1,1,2,1,1,1,4,1,1,4,3,0,4,4,6,1,0,0,1,4,6,2,2,4,2,,,
KR_6916302644,1,1,5,0,0,1,1,0,3,2,1,5,8,2,11,15,0,2,3,1,2,1,0,1,1,4,1,1,1,1,0,6,1,1,6,0,0,6,,,
KR_6985904204,1,0,4,1,1,2,0,1,4,2,2,4,5,2,3,2,6,3,4,4,0,0,2,2,0,5,7,5,4,3,3,2,2,4,2,2,2,1,,,
KR_6973651392,2,1,0,0,0,6,1,0,5,0,5,5,5,4,2,3,1,0,0,3,2,1,2,3,1,5,5,7,3,3,1,2,4,5,3,0,0,1,,,
KR_6977487400,1,0,6,1,1,0,1,0,2,2,1,2,2,1,3,4,2,3,3,1,3,3,2,1,1,2,0,0,4,4,6,2,1,1,2,1,2,3,,,
KR_6983127304,0,0,6,2,1,0,1,0,1,1,5,5,9,2,4,4,1,4,6,1,1,2,1,6,2,2,2,2,3,0,0,6,2,3,2,0,0,2,,,
KR_6984522822,2,1,3,0,0,3,0,1,0,0,1,4,7,2,2,1,1,4,5,1,1,2,2,1,0,2,1,2,1,2,0,3,2,2,2,1,1,3,,,
KR_6993373391,0,0,3,2,1,0,0,1,4,2,2,2,3,3,2,2,2,3,5,4,0,0,3,3,0,3,3,5,4,3,5,2,4,7,1,0,0,1,1.0,0.0,0.0
KR_6990643703,1,1,3,0,0,3,1,0,2,0,2,3,2,3,3,4,1,6,8,3,1,1,3,2,0,4,6,6,1,1,1,3,2,2,1,1,1,6,,,
KR_6917117113,0,0,3,1,1,3,0,1,3,2,4,6,11,0,3,6,0,2,3,3,2,1,1,3,0,5,2,3,3,1,3,1,2,1,2,0,0,5,,,
KR_6843556416,1,0,0,1,1,0,1,0,4,2,4,3,2,0,8,3,0,6,12,3,3,4,1,1,0,3,1,1,3,2,1,8,4,3,5,0,0,5,,,
KR_6917061739,0,0,6,1,1,0,0,1,3,3,3,0,0,3,7,10,2,2,2,2,1,1,3,3,1,1,5,6,2,0,0,1,0,0,4,5,6,5,,,
KR_6865832040,0,0,0,1,1,0,1,0,2,0,2,1,1,2,1,1,5,1,1,1,1,1,1,2,0,2,,,,6,2,1,1,1,1,2,2,2,,,
KR_6980858227,2,1,3,0,0,3,0,1,2,0,2,1,1,2,7,6,0,7,10,3,1,1,1,3,1,4,2,3,1,1,2,3,0,0,4,2,2,6,,,
KR_6892938779,1,1,0,1,0,0,1,0,2,0,5,6,7,2,,,,7,9,6,1,1,6,2,0,3,5,6,4,2,3,2,9,11,4,1,0,3,,,
KR_6992023653,1,1,2,0,0,1,1,0,1,0,5,8,6,3,4,5,1,2,2,3,0,0,1,2,2,1,5,5,3,2,1,5,1,1,1,3,2,5,,,
KR_6943728994,0,0,3,1,1,3,0,1,0,0,1,2,2,2,0,0,7,1,1,2,1,1,7,3,7,0,1,1,0,6,2,0,5,5,3,4,5,1,,,
KR_6979137559,1,1,2,1,0,4,0,1,4,3,2,5,3,6,2,1,4,1,1,5,4,4,1,2,0,4,10,17,7,4,1,1,2,3,1,0,0,3,,,
KR_6906085696,0,0,1,1,1,5,0,1,3,2,3,1,2,5,1,0,2,1,1,2,0,0,3,2,2,2,5,3,1,3,1,3,5,6,1,,,,1.0,0.0,0.0
KR_6908526057,0,0,0,1,1,6,1,0,1,1,6,1,2,4,5,10,2,5,4,4,2,2,2,5,3,3,6,8,3,1,2,2,4,7,2,2,1,4,,,
KR_6616004852,1,1,0,1,0,0,0,1,1,0,0,1,1,5,5,6,1,2,2,3,2,3,4,0,0,2,3,3,2,4,1,3,4,5,1,2,2,3,,,
KR_6993341777,0,0,1,2,1,5,1,0,0,0,2,1,1,5,3,3,4,5,6,3,2,4,2,2,2,1,7,11,1,2,1,2,3,5,2,2,2,5,,,
KR_6983349763,1,1,6,1,0,0,1,0,0,0,3,0,0,2,4,6,2,5,5,3,2,4,4,3,2,1,3,5,3,4,4,2,4,8,2,0,0,3,,,
KR_6929866346,1,1,4,0,0,2,0,1,0,0,3,6,1,5,1,0,5,6,6,6,1,1,3,2,0,1,1,2,3,7,4,5,2,3,5,10,9,0,,,
KR_6984574976,1,1,3,0,0,3,1,0,6,0,1,5,5,2,3,1,0,4,5,2,6,6,2,1,0,7,5,6,3,0,0,8,0,0,1,1,0,5,,,
KR_6994876345,2,1,3,0,0,3,1,0,2,3,2,5,8,3,5,5,1,4,7,3,3,5,5,3,3,3,4,6,6,1,0,3,5,4,2,1,1,5,,,
KR_6954910454,0,0,5,1,1,1,1,0,5,5,1,3,7,3,4,3,4,4,7,1,0,0,2,1,0,3,6,9,3,4,5,4,0,0,4,0,0,2,,,
KR_6981463761,1,1,2,0,0,4,0,1,3,1,0,2,3,1,6,11,1,3,4,4,1,1,3,1,2,3,1,1,1,1,2,3,6,5,3,0,0,5,,,
KR_6952585932,1,1,3,1,0,3,0,1,0,0,6,3,1,2,5,5,1,6,6,3,2,1,0,6,2,2,2,2,3,4,5,2,0,0,6,0,0,3,,,
KR_6979996516,1,0,3,1,1,3,0,1,1,1,4,5,5,1,2,1,3,4,7,2,2,4,1,4,2,1,2,1,3,4,4,2,1,2,3,0,0,5,,,
KR_6887736970,0,0,0,1,1,0,0,1,4,2,1,3,1,1,3,4,6,0,0,2,0,0,2,1,2,6,2,1,1,6,6,1,3,3,1,0,0,1,,,
KR_6957548940,1,1,3,0,0,3,0,1,0,0,2,2,3,2,1,0,1,7,7,6,1,1,5,2,0,0,4,5,1,3,5,3,5,6,5,2,3,2,,,
KR_6977585894,0,0,1,2,1,5,1,0,1,1,2,2,0,5,1,1,4,3,3,7,3,4,5,0,0,2,8,11,1,6,2,1,3,3,4,5,3,2,1.0,0.0,0.0
KR_6968795201,0,0,3,1,1,3,0,1,4,0,2,4,2,3,2,1,5,8,8,2,0,0,6,2,1,5,3,3,4,3,3,1,7,6,3,1,1,5,2.0,0.0,0.0
KR_6925573608,1,1,4,0,0,2,0,1,0,0,2,0,0,3,4,7,2,5,7,2,2,3,0,2,0,0,2,1,1,3,3,2,2,3,4,0,0,4,,,
KR_6951635613,1,0,2,1,1,1,0,1,2,3,2,3,5,2,6,4,2,0,0,2,2,2,2,2,2,0,3,5,2,2,4,5,1,2,2,2,3,4,,,
KR_6969154476,1,1,3,1,0,3,1,0,0,0,2,2,3,0,1,2,5,6,7,3,2,3,2,,,,5,5,2,1,2,1,2,2,4,4,4,5,1.0,0.0,0.0
KR_6980423001,0,0,0,2,1,6,0,1,0,0,2,8,7,0,,,,1,1,1,2,3,3,2,0,4,1,0,2,,,,2,2,3,1,1,2,,,
KR_6909705888,1,1,0,0,0,6,1,0,2,0,0,3,4,1,3,0,5,4,4,2,3,3,0,0,0,2,3,2,3,2,1,2,1,2,1,2,2,7,,,
KR_6914626820,1,1,3,0,0,3,0,1,2,0,5,6,9,3,3,2,2,5,8,2,1,1,2,4,1,4,1,0,1,3,4,3,3,2,6,3,6,3,,,
KR_6994363388,0,0,1,1,1,5,1,0,2,1,3,2,2,1,1,0,6,5,10,0,3,6,1,2,0,1,3,3,3,5,2,3,0,0,3,1,1,3,,,
KR_6952276153,0,0,0,1,1,6,1,0,1,2,5,2,2,7,4,2,2,1,2,1,1,2,3,6,3,2,4,7,2,2,1,5,5,7,0,1,1,0,,,
KR_6994724807,1,1,5,0,0,1,0,1,3,1,3,1,1,1,2,5,1,6,6,1,3,3,5,1,0,3,3,5,3,3,4,2,1,1,5,3,3,2,,,
KR_6990104655,0,0,3,2,1,3,1,0,,,,3,3,3,2,3,1,4,3,3,0,0,5,,,,2,4,1,2,4,2,3,2,2,4,5,4,1.0,0.0,0.0
KR_6979038588,1,1,5,0,0,1,1,0,6,4,1,5,8,2,3,4,2,2,2,0,,,,1,0,4,4,3,1,0,0,6,0,0,3,0,0,2,,,
KR_6975412357,1,1,4,1,0,2,1,0,2,0,2,0,0,5,1,0,4,2,3,2,2,4,3,8,7,2,3,4,1,2,1,1,3,5,2,0,0,1,,,
KR_6951744206,0,0,0,1,1,6,0,1,1,1,0,3,5,3,0,0,2,3,3,2,2,4,0,2,1,1,3,7,0,1,1,2,1,1,3,0,0,3,,,
KR_6990048362,0,0,3,1,1,3,1,0,2,1,2,2,2,1,3,2,5,8,16,2,0,0,4,3,3,3,3,7,3,3,2,3,2,3,3,3,4,3,,,
KR_6938387122,0,0,2,1,1,4,0,1,3,5,2,3,4,4,7,5,3,2,3,8,0,0,5,1,0,3,4,5,3,0,0,4,13,13,2,4,4,3,,,
KR_6970062054,2,1,5,0,0,1,1,0,3,2,11,1,1,1,3,2,2,4,3,1,9,6,0,2,1,3,1,2,10,4,5,2,8,9,2,0,0,5,2.0,0.0,0.0
KR_6993699188,2,1,2,0,0,4,1,0,1,1,2,1,1,1,7,6,1,3,4,0,1,1,1,2,0,1,1,2,3,1,1,2,1,1,4,0,0,3,,,
KR_6907805131,0,0,1,1,1,5,1,0,3,4,4,3,5,5,2,0,3,0,0,4,1,3,5,2,0,1,5,5,2,3,2,3,8,10,1,3,3,2,,,
KR_6993655142,0,0,4,2,1,2,0,1,4,7,2,4,4,3,5,10,2,4,5,5,2,1,3,2,1,6,1,2,4,3,3,1,7,11,7,2,4,1,,,
KR_6992473189,1,0,3,1,1,3,0,1,2,0,6,5,7,3,2,2,5,4,6,6,4,3,4,5,0,3,2,2,5,4,4,1,7,6,3,6,9,5,,,
KR_6961264997,0,0,3,2,1,3,1,0,1,0,5,11,11,3,5,4,6,2,3,2,0,0,1,4,1,5,8,12,4,3,3,4,1,1,3,1,1,3,,,
KR_6953383177,2,1,5,0,0,1,1,0,0,0,3,1,1,1,5,5,1,2,3,1,2,3,2,2,1,1,3,4,2,0,0,1,3,3,1,0,0,5,,,
KR_6965041749,1,1,4,0,0,2,1,0,,,,1,2,1,4,1,0,2,4,0,1,1,0,0,0,3,0,0,1,1,3,1,0,0,2,0,0,1,,,
KR_6972294692,0,0,6,2,1,0,1,0,3,4,4,2,2,6,2,4,2,4,4,5,1,2,3,3,3,1,6,9,4,3,0,3,4,4,0,4,5,4,,,
KR_6949837887,0,0,3,2,1,3,1,0,3,0,0,3,3,2,2,2,0,1,1,5,3,3,3,0,0,4,4,7,1,1,3,4,4,7,2,1,2,2,1.0,0.0,0.0
KR_6983390442,0,0,0,2,1,6,1,0,5,5,2,2,2,1,3,0,3,5,6,3,1,2,3,2,0,5,3,4,2,1,2,3,6,9,2,0,0,4,,,
KR_6952042354,0,0,5,1,1,1,1,0,4,0,5,1,2,2,1,1,0,6,7,1,1,2,5,4,1,4,5,4,1,1,1,1,2,2,4,1,1,3,,,
KR_6985671045,0,0,6,1,1,0,1,0,1,1,2,3,2,3,0,0,2,3,4,5,3,4,4,2,2,0,3,3,2,2,2,1,5,4,4,4,5,3,,,
KR_6940630092,1,0,3,1,1,3,0,1,5,0,1,4,3,3,2,2,1,1,1,3,2,2,3,1,1,7,0,0,1,3,2,0,4,7,3,3,2,3,,,
KR_6913416122,2,1,1,0,0,5,1,0,0,0,3,3,3,2,6,4,1,3,5,2,1,1,0,4,1,0,0,0,4,1,0,3,2,2,4,1,1,2,,,
KR_6981286016,0,0,2,1,1,4,0,1,0,0,3,1,0,5,3,2,3,2,2,6,1,0,4,4,4,1,4,3,1,0,0,1,8,11,3,5,3,1,,,
KR_6977046091,0,0,1,1,1,5,0,1,4,1,2,7,6,5,4,6,3,1,1,1,0,0,4,6,5,2,0,0,3,4,5,4,3,3,3,2,1,4,,,
KR_6910668149,1,1,6,0,0,0,1,0,4,1,0,4,5,2,1,0,2,1,2,2,0,0,1,1,0,4,3,4,2,0,0,2,3,2,0,0,0,3,1.0,0.0,0.0
KR_6981751682,2,1,5,0,0,1,1,0,4,2,1,1,1,1,3,3,1,1,1,1,6,8,1,1,3,3,3,4,6,0,0,1,1,2,3,0,0,2,,,
KR_6957522795,1,1,4,0,0,2,1,0,5,0,2,0,0,1,0,0,5,3,5,2,1,0,2,2,1,5,2,2,1,8,4,1,0,0,2,,,,,,
KR_6990247911,1,1,2,1,0,1,1,0,2,1,1,2,3,1,2,3,4,0,0,1,0,0,3,1,2,2,3,5,1,3,5,1,2,2,2,1,1,0,,,
KR_6899768312,1,1,0,0,0,6,1,0,2,1,1,1,1,2,0,0,2,6,6,2,2,2,2,2,3,2,3,3,1,2,2,1,1,1,4,1,2,3,,,
KR_6965073538,1,1,3,0,0,3,0,1,1,0,0,1,1,1,0,0,2,2,2,1,0,0,1,3,4,1,2,3,0,,,,0,0,2,0,0,1,,,
KR_6752370901,1,0,0,1,1,0,0,1,1,1,4,4,6,1,1,0,0,3,4,1,2,3,2,3,1,1,1,0,1,1,1,2,3,3,4,0,0,3,,,
KR_6987399417,0,0,2,0,0,4,0,1,1,0,3,2,1,4,4,2,5,5,7,0,0,0,1,5,7,1,6,6,2,1,1,3,1,2,4,0,0,2,,,
KR_6985713415,1,1,0,1,0,6,0,1,2,1,2,1,1,1,2,0,4,0,0,3,1,2,2,1,0,2,5,6,2,2,1,1,3,3,1,1,1,0,,,
KR_6923622123,0,0,4,1,1,2,1,0,3,2,2,4,4,4,2,2,3,6,8,2,1,1,4,3,3,1,2,1,4,3,5,3,6,8,2,1,2,6,,,
KR_6933553089,1,0,4,1,1,2,0,1,1,1,2,2,2,2,1,1,6,4,3,4,2,3,2,3,2,0,2,4,2,5,7,0,2,1,3,4,4,5,,,
KR_6897464471,0,0,0,2,1,6,0,1,2,3,5,4,4,5,0,0,2,1,1,5,0,0,3,6,3,1,6,5,1,2,1,2,6,6,2,0,0,1,,,
KR_6854095314,0,0,0,1,1,0,0,1,0,0,2,10,5,3,3,5,4,1,1,3,0,0,5,2,2,2,3,3,3,6,3,4,4,4,2,2,4,3,,,
KR_6986373460,0,0,0,1,1,6,1,0,8,3,3,1,0,2,4,2,5,3,3,2,3,6,1,4,5,9,3,3,3,1,0,3,3,2,2,1,1,2,1.0,0.0,0.0
KR_6938002293,1,0,1,1,1,5,0,1,0,0,5,5,2,1,1,1,1,2,1,1,1,1,1,4,1,1,3,4,2,0,0,3,1,2,2,1,1,1,,,
KR_6980388448,1,1,2,0,0,4,0,1,1,1,2,3,1,1,1,2,4,4,4,0,2,2,3,2,0,2,2,2,3,3,3,1,1,1,2,2,2,4,1.0,0.0,0.0
KR_6785368936,1,1,0,0,0,0,0,1,2,0,6,1,2,3,2,1,0,2,2,2,2,3,3,5,2,2,6,2,1,0,0,2,3,3,2,0,0,2,,,
KR_6980163658,1,1,4,0,0,2,0,1,7,5,5,2,3,3,1,1,5,7,7,5,11,4,2,1,4,7,9,10,4,6,1,3,4,7,6,0,0,8,,,
KR_6965135577,1,1,5,1,0,1,0,1,2,1,3,4,1,1,0,0,3,3,2,3,1,0,6,3,0,3,2,3,2,5,4,1,3,4,2,3,5,2,,,
KR_6788455837,1,1,0,0,0,0,1,0,0,0,1,4,5,4,2,2,3,9,12,0,1,2,4,0,0,2,3,3,3,6,7,2,0,0,5,3,4,4,,,
KR_6968969096,1,0,6,1,1,0,1,0,1,1,2,6,7,0,1,1,0,5,5,2,2,2,4,1,1,4,4,7,1,,,,2,3,6,1,2,4,,,
KR_6981826421,1,1,6,0,0,0,0,1,4,1,2,3,2,1,0,0,1,7,7,2,3,2,2,2,3,5,2,2,3,1,0,3,3,3,4,0,0,2,,,
KR_6944196385,0,0,4,2,1,2,0,1,1,1,0,2,3,3,4,2,2,1,2,2,3,4,3,0,0,2,3,2,2,1,3,2,2,3,3,4,3,3,1.0,0.0,0.0
KR_6936931092,1,1,2,1,0,4,0,1,2,1,5,2,2,3,1,3,3,3,5,1,0,0,2,5,0,3,2,2,1,2,3,1,3,6,0,2,3,3,,,
KR_6725147113,1,1,0,1,0,0,1,0,5,1,5,1,1,1,7,10,2,5,8,3,0,0,5,4,1,5,3,1,2,1,0,4,6,6,4,1,1,3,1.0,0.0,0.0
KR_6983167244,2,1,0,0,0,6,0,1,0,0,2,3,2,3,3,1,1,0,0,3,0,0,3,0,0,1,3,3,1,3,2,3,2,2,0,4,5,1,,,
KR_6898565650,1,0,0,1,1,6,1,0,2,0,3,6,6,1,3,5,2,4,6,2,3,5,3,2,0,4,2,1,1,4,2,4,3,3,4,0,0,5,,,
KR_6952628113,0,0,2,2,1,4,0,1,4,1,2,0,0,2,0,0,3,2,2,2,1,0,1,1,0,4,2,4,1,3,6,0,2,2,0,2,3,2,,,
KR_6984081716,2,1,3,0,0,3,0,1,3,5,1,2,1,2,1,0,3,0,0,6,1,0,6,2,4,1,1,1,2,3,2,1,8,8,1,4,4,2,,,
KR_6709880382,2,1,0,0,0,0,1,0,0,0,3,4,6,2,2,4,1,2,5,1,1,0,3,1,0,0,2,0,1,5,8,2,1,0,3,0,0,3,1.0,0.0,0.0
KR_6937191522,1,1,6,0,0,0,1,0,2,0,3,5,7,1,4,3,3,2,3,1,2,3,2,2,0,3,2,2,2,3,3,3,0,0,3,3,3,4,,,
KR_6967093054,0,0,3,2,1,3,1,0,1,1,3,1,2,2,0,0,1,2,2,1,2,2,2,,,,6,7,0,2,0,1,1,1,3,0,0,2,,,
KR_6961872429,1,0,6,1,1,0,0,1,3,5,3,5,7,0,8,6,1,3,1,8,3,1,3,1,1,3,5,5,4,1,1,7,6,4,4,2,2,5,1.0,0.0,0.0
KR_6964182907,0,0,5,1,1,1,1,0,1,1,3,3,3,2,1,0,4,1,2,3,1,1,3,1,1,3,6,4,1,3,3,1,3,4,2,2,3,0,,,
KR_6925315778,1,0,5,1,1,1,1,0,2,2,5,8,9,1,2,2,2,6,11,2,1,3,1,4,1,6,4,6,4,0,0,1,3,8,2,0,0,6,,,
KR_6918698872,0,0,1,1,1,5,0,1,2,5,1,2,2,3,0,0,3,2,3,1,1,1,1,2,2,4,1,1,0,3,2,1,1,0,2,1,2,0,1.0,0.0,0.0
KR_6895264865,0,0,5,1,1,1,1,0,4,3,1,2,3,2,3,2,1,0,0,3,0,0,1,0,0,3,2,3,2,6,10,4,0,0,1,,,,1.0,0.0,0.0
KR_6725014534,1,1,0,0,0,0,0,1,2,1,1,0,0,2,4,3,4,5,6,6,4,6,1,1,0,1,6,4,5,3,6,2,4,7,3,0,0,4,,,
KR_6992403945,0,0,3,1,1,3,1,0,7,5,1,1,2,3,1,2,0,4,3,4,2,2,4,2,1,5,1,2,4,3,6,1,4,3,4,2,2,1,,,
KR_6987702671,2,1,3,0,0,3,1,0,6,0,2,0,0,1,3,0,3,5,8,2,0,0,4,1,1,8,2,1,2,4,3,1,3,4,2,2,2,2,1.0,0.0,0.0
KR_6912617882,1,0,6,1,1,0,1,0,3,0,0,3,4,3,5,3,3,2,2,2,1,2,0,0,0,3,3,5,2,3,4,3,1,2,2,1,1,4,,,
KR_6987860077,0,0,3,1,1,3,0,1,0,0,2,4,6,4,2,0,2,3,5,3,2,2,5,3,3,2,6,10,3,4,3,2,0,0,3,3,3,2,1.0,0.0,0.0
KR_6979667385,0,0,5,1,1,1,0,1,6,2,0,2,3,2,3,1,6,4,4,3,1,1,3,1,1,6,3,3,1,3,1,4,6,10,3,1,1,2,,,
KR_6906213811,0,0,5,1,1,1,0,1,2,1,5,6,11,1,4,4,2,4,9,2,1,2,1,4,1,3,3,5,4,3,6,4,0,0,3,1,1,3,,,
KR_6950091189,0,0,6,0,0,0,1,0,2,3,1,7,10,2,3,4,4,5,9,4,4,5,4,2,3,3,4,4,5,3,6,2,6,8,4,0,0,7,,,
KR_6989921502,0,0,0,2,1,6,0,1,1,1,1,3,4,3,0,0,2,2,1,5,2,2,1,1,1,1,5,5,0,1,1,1,3,4,3,2,3,3,,,
KR_6952006357,1,1,1,0,0,5,1,0,0,0,2,4,6,2,4,2,1,5,7,4,3,4,4,3,1,1,0,0,4,0,0,2,5,4,4,5,4,5,,,
KR_6961569061,1,1,6,1,0,0,0,1,1,1,1,2,1,1,7,4,4,4,5,1,0,0,3,2,1,1,6,7,5,0,0,6,2,2,0,0,0,2,,,
KR_6953419343,1,1,3,1,0,3,0,1,3,1,1,8,9,3,4,5,3,3,4,6,1,1,6,1,0,4,0,0,4,1,2,3,12,17,5,5,7,3,,,
KR_6907957931,1,0,5,1,1,1,0,1,6,1,7,1,0,1,4,7,0,1,1,3,1,1,0,5,0,6,0,0,2,3,3,2,3,5,1,0,0,2,,,
KR_6957866925,1,1,2,0,0,4,1,0,1,2,2,3,1,5,1,2,1,1,1,6,1,1,4,1,2,3,5,5,1,2,2,0,9,7,1,1,0,2,,,
KR_6983506849,0,0,5,1,1,1,1,0,3,1,0,4,3,2,7,3,3,4,3,1,1,0,3,0,0,5,4,5,3,1,0,5,1,1,3,3,3,3,,,
KR_6532096327,1,1,0,0,0,0,0,1,1,0,2,2,3,3,9,6,3,5,4,3,0,0,6,2,2,1,7,7,3,2,3,5,4,2,5,2,1,3,,,
KR_6972533321,1,1,3,1,0,3,0,1,0,0,4,3,4,2,6,9,1,2,3,2,0,0,1,0,0,3,5,5,4,2,3,3,3,4,1,,,,,,
KR_6978827027,1,1,3,1,0,3,1,0,1,1,2,3,2,2,0,0,1,1,1,5,2,2,4,1,0,1,2,2,2,3,1,0,8,8,1,0,0,3,,,
KR_6976346332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR_6967899336,0,0,1,2,1,5,0,1,0,0,3,0,0,1,3,0,0,1,1,1,1,2,2,2,0,0,0,0,1,2,4,1,3,5,1,0,0,2,,,
KR_6986361751,0,0,0,1,1,6,1,0,3,3,5,5,8,2,6,4,5,4,6,0,1,1,0,6,2,2,2,2,3,3,3,8,1,2,3,0,0,3,,,
KR_6922081553,0,0,3,2,1,3,0,1,3,0,4,4,4,3,1,2,0,2,3,4,0,0,2,3,1,5,6,6,1,,,,4,4,1,0,0,3,,,
KR_6966887742,2,1,1,0,0,5,0,1,3,2,3,5,5,2,2,1,0,1,1,0,2,2,1,2,4,4,0,0,5,3,5,0,0,0,3,1,1,1,,,
KR_6871390656,0,0,0,1,1,0,0,1,5,1,0,2,2,2,1,1,1,5,5,3,0,0,4,0,0,4,3,3,2,0,0,2,6,9,1,1,2,4,,,
KR_6970375625,0,0,6,2,1,0,0,1,1,4,2,2,3,3,0,0,3,1,2,2,0,0,2,2,0,0,3,3,1,3,2,2,3,6,0,1,1,2,1.0,0.0,0.0
KR_6992328553,1,0,2,1,1,4,0,1,0,0,2,5,7,2,4,5,3,10,11,2,0,0,2,2,0,1,3,0,2,3,1,3,0,0,7,3,1,6,,,
KR_6831339510,0,0,0,2,1,0,1,0,0,0,2,3,3,4,2,3,4,1,3,2,2,2,1,2,0,1,5,8,1,3,3,1,1,1,2,1,1,3,1.0,0.0,0.0
KR_6990696955,1,1,3,0,0,3,0,1,3,0,4,8,12,2,3,1,1,4,4,4,3,3,1,3,0,3,3,4,4,0,0,3,4,4,5,2,3,6,,,
KR_6990192019,1,1,1,0,0,5,1,0,1,1,4,2,1,1,3,2,2,2,2,2,,,,1,0,1,3,2,3,4,6,1,1,1,1,0,0,2,,,
KR_6891277226,0,0,0,1,1,0,1,0,1,0,1,1,1,3,2,2,2,6,5,3,1,3,2,1,1,2,2,3,0,1,0,4,5,5,3,2,2,2,,,
KR_6942076007,0,0,4,1,1,2,1,0,2,0,2,5,4,3,6,4,1,3,3,3,3,3,0,2,1,3,2,1,4,2,2,4,3,4,4,0,0,4,,,
KR_6975780983,0,0,3,1,1,3,1,0,4,4,2,3,4,4,3,1,2,12,11,2,0,0,4,1,2,4,4,5,4,4,9,3,4,6,8,1,0,3,,,
KR_6955943567,2,1,3,0,0,3,1,0,3,0,4,5,6,3,3,6,2,2,2,0,1,1,1,1,1,3,2,2,1,6,3,5,1,1,2,0,0,3,,,
KR_6989951166,0,0,2,1,1,4,0,1,4,3,3,5,3,1,1,1,3,2,1,2,0,0,5,1,0,3,5,7,2,2,3,2,3,3,2,3,3,3,,,
KR_6964870163,1,1,5,0,0,1,1,0,3,0,2,2,3,2,3,1,2,2,2,3,3,5,3,1,0,4,8,12,2,2,2,2,1,2,3,0,0,2,,,
KR_6971319322,0,0,6,1,1,0,0,1,0,0,7,3,3,0,1,1,2,4,2,3,0,0,4,5,2,0,6,6,1,1,0,2,3,3,4,1,0,1,,,
KR_6953106870,0,0,5,2,1,1,0,1,1,1,3,2,3,1,1,1,1,0,0,1,0,0,2,2,2,2,1,1,1,2,4,0,1,1,0,2,2,1,,,
KR_6930364406,0,0,5,1,1,1,1,0,4,4,4,1,1,5,4,5,1,3,3,3,0,0,1,6,1,5,6,9,2,1,0,2,1,1,1,0,0,2,,,
